Issue ID,Description,State,Severity,Story Points,Project Path,Location Kind,Path,Line,Column,Incident ID,Help Link,Assembly Name,Assembly Version,Assembly Public Key,Snippet
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,Montage.Card.API\Montage.Card.API.csproj,File,Montage.Card.API\Montage.Card.API.csproj,,,Microsoft.EntityFrameworkCore 9.0.9,,,,,"Microsoft.EntityFrameworkCore, 9.0.9  Recommendation:  Remove Microsoft.EntityFrameworkCore, and replace with new package Microsoft.EntityFrameworkCore 10.0.5"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,Montage.Card.API\Montage.Card.API.csproj,File,Montage.Card.API\Montage.Card.API.csproj,,,Microsoft.EntityFrameworkCore.Relational 9.0.9,,,,,"Microsoft.EntityFrameworkCore.Relational, 9.0.9  Recommendation:  Remove Microsoft.EntityFrameworkCore.Relational, and replace with new package Microsoft.EntityFrameworkCore.Relational 10.0.5"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,Montage.Card.API\Montage.Card.API.csproj,File,Montage.Card.API\Montage.Card.API.csproj,,,Microsoft.Extensions.Caching.Memory 9.0.9,,,,,"Microsoft.Extensions.Caching.Memory, 9.0.9  Recommendation:  Remove Microsoft.Extensions.Caching.Memory, and replace with new package Microsoft.Extensions.Caching.Memory 10.0.5"
NuGet.0003,NuGet package functionality is included with framework reference,Active,Mandatory,1,Montage.Card.API\Montage.Card.API.csproj,File,Montage.Card.API\Montage.Card.API.csproj,,,Microsoft.Win32.Registry 5.0.0,,,,,"Microsoft.Win32.Registry, 5.0.0  Recommendation:  Package functionality included with new framework reference"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,Montage.Card.API\Montage.Card.API.csproj,File,Montage.Card.API\Montage.Card.API.csproj,,,System.Text.Json 9.0.9,,,,,"System.Text.Json, 9.0.9  Recommendation:  Remove System.Text.Json, and replace with new package System.Text.Json 10.0.5"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,Montage.Card.API\Montage.Card.API.csproj,File,Montage.Card.API\Montage.Card.API.csproj,,,,,,,,Current target framework: net9.0 Recommended target framework: net10.0
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Montage.Card.API\Montage.Card.API.csproj,File,Montage.Card.API\Utilities\DatabaseExtensions.cs,13,8,M:System.ValueType.Equals(System.Object),,,,,var existingEntities = entities.Where(e => !e.Id.Equals(T.Empty));
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Montage.Card.API\Montage.Card.API.csproj,File,Montage.Card.API\Services\FileProcessor.cs,17,8,P:System.Environment.OSVersion,,,,,"if (Environment.OSVersion.Platform == PlatformID.Win32NT && fullOutCommand.ToLower() == ""sharex"")              fullOutCommand = InstalledApplications.GetApplicationInstallPath(""ShareX"") + @""ShareX.exe"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Montage.Card.API\Montage.Card.API.csproj,File,Montage.Card.API\Services\DatabaseUpdater.cs,16,8,T:System.Linq.AsyncEnumerable,,,,,var activityLog = await database.MigrationLog.AsQueryable()              .Where(log => !log.IsDone)              .OrderBy(log => log.DateAdded)               .AsAsyncEnumerable()              .ToArrayAsync()              ;
NuGet.0005,NuGet package is deprecated,Active,Optional,1,Montage.Weiss.Tools.GUI\Montage.Weiss.Tools.GUI.csproj,File,Montage.Weiss.Tools.GUI\Montage.Weiss.Tools.GUI.csproj,,,Avalonia.ReactiveUI 11.3.6,,,,,"Avalonia.ReactiveUI, 11.3.6  Recommendation:  Now maintained by ReactiveUI team as ReactiveUI.Avalonia package Remove Avalonia.ReactiveUI, and replace with new package Avalonia.ReactiveUI, 11.3.8"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,Montage.Weiss.Tools.GUI\Montage.Weiss.Tools.GUI.csproj,File,Montage.Weiss.Tools.GUI\Montage.Weiss.Tools.GUI.csproj,,,,,,,,Current target framework: net9.0 Recommended target framework: net10.0-windows
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Montage.Weiss.Tools.GUI\Montage.Weiss.Tools.GUI.csproj,File,Montage.Weiss.Tools.GUI\Models\CardModel.cs,26,4,T:System.Uri,,,,,public static async Task<Bitmap?> Load(Uri url)
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Montage.Weiss.Tools.GUI\Montage.Weiss.Tools.GUI.csproj,File,Montage.Weiss.Tools.GUI\Models\CardModel.cs,36,12,T:System.Net.Http.HttpContent,,,,,var data = await response.Content.ReadAsByteArrayAsync();
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Montage.Weiss.Tools.GUI\Montage.Weiss.Tools.GUI.csproj,File,Montage.Weiss.Tools.GUI\Models\CardModel.cs,19,4,T:System.Uri,,,,,public CardModel(Uri imagePath)      {          Image = Load(imagePath);          Name ??= new();          Traits ??= new(){ };      }
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Montage.Weiss.Tools.GUI\Montage.Weiss.Tools.GUI.csproj,File,Montage.Weiss.Tools.GUI\Models\CardModel.cs,17,139,"M:System.String.Join(System.String,System.ReadOnlySpan{System.String})",,,,,"string.Join("" - "", a.EN, b.EN)"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Montage.Weiss.Tools.GUI\Montage.Weiss.Tools.GUI.csproj,File,Montage.Weiss.Tools.GUI\Models\CardModel.cs,17,102,"M:System.String.Join(System.String,System.ReadOnlySpan{System.String})",,,,,"string.Join("" - "", a.EN, b.EN)"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Montage.Weiss.Tools.GUI\Montage.Weiss.Tools.GUI.csproj,File,Montage.Weiss.Tools.GUI\Models\CardModel.cs,19,4,T:System.Uri,,,,,public CardModel(Uri imagePath)      {          Image = Load(imagePath);          Name ??= new();          Traits ??= new(){ };      }
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Montage.Weiss.Tools.GUI\Montage.Weiss.Tools.GUI.csproj,File,Montage.Weiss.Tools.GUI\Extensions\UriExtensions.cs,13,4,T:System.Uri,,,,,public static async Task<Bitmap?> Load(this Uri url)
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Montage.Weiss.Tools.GUI\Montage.Weiss.Tools.GUI.csproj,File,Montage.Weiss.Tools.GUI\Extensions\UriExtensions.cs,23,12,T:System.Net.Http.HttpContent,,,,,var data = await response.Content.ReadAsByteArrayAsync();
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Montage.Weiss.Tools.GUI\Montage.Weiss.Tools.GUI.csproj,File,Montage.Weiss.Tools.GUI\ViewModels\CardEntryViewModel.cs,231,8,T:System.Uri,,,,,"var counter = new Uri(""avares://wsm-gui/Assets/Symbols/backup.png"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Montage.Weiss.Tools.GUI\Montage.Weiss.Tools.GUI.csproj,File,Montage.Weiss.Tools.GUI\ViewModels\CardEntryViewModel.cs,231,8,M:System.Uri.#ctor(System.String),,,,,"var counter = new Uri(""avares://wsm-gui/Assets/Symbols/backup.png"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Montage.Weiss.Tools.GUI\Montage.Weiss.Tools.GUI.csproj,File,Montage.Weiss.Tools.GUI\ViewModels\CardEntryViewModel.cs,230,8,T:System.Uri,,,,,"var cxcSymbol = new Uri(""avares://wsm-gui/Assets/Symbols/cx_combo.png"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Montage.Weiss.Tools.GUI\Montage.Weiss.Tools.GUI.csproj,File,Montage.Weiss.Tools.GUI\ViewModels\CardEntryViewModel.cs,230,8,M:System.Uri.#ctor(System.String),,,,,"var cxcSymbol = new Uri(""avares://wsm-gui/Assets/Symbols/cx_combo.png"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Montage.Weiss.Tools.GUI\Montage.Weiss.Tools.GUI.csproj,File,Montage.Weiss.Tools.GUI\ViewModels\CardEntryViewModel.cs,92,4,T:System.Uri,,,,,"public CardEntryViewModel(Uri imageUri, MultiLanguageString name, List<MultiLanguageString> traits)      {          DeclareObservables();            Card = new WeissSchwarzCard();          Name = name.AsNonEmptyString();          Traits = traits;          Serial = ""XXX/WS01-100"";          Level = 1;          Cost = 0;          Power = 5000;          Soul = 1;          CardType = CardType.Character;          EffectMarkers = new() { Bitmap.DecodeToHeight(AssetLoader.Open(new Uri(""avares://wsm-gui/Assets/Symbols/cx_combo.png"")), 12) };          Effects = [""[AUTO] Aaaaaaaaa""];            _cachedImageTask = imageUri.Load();          _cachedTooltipImageTask = _cachedImageTask;      }"
